,ix,iy,latitude,longitude,state
113,9,8,50.138667853997795,14.619601465925797,Střední Čechy
114,10,8,50.13865849602439,14.666223805556502,Střední Čechy
115,11,8,50.13864913805406,14.712846136092804,Střední Čechy
116,12,8,50.13863978008682,14.75946845753471,Střední Čechy
117,0,9,50.168594814587586,14.2,Střední Čechy
118,1,9,50.168585446737474,14.246651448276687,Střední Čechy
119,2,9,50.16857607889045,14.29330288743398,Střední Čechy
120,3,9,50.16856671104654,14.339954317471886,Střední Čechy
121,4,9,50.16855734320571,14.386605738390411,Střední Čechy
122,5,9,50.16854797536798,14.433257150189565,Střední Čechy
123,6,9,50.168538607533335,14.479908552869356,Praha
124,7,9,50.16852923970179,14.52655994642979,Praha
125,8,9,50.16851987187334,14.573211330870876,Střední Čechy
126,9,9,50.16851050404798,14.619862706192622,Střední Čechy
127,10,9,50.16850113622571,14.666514072395035,Střední Čechy
128,11,9,50.16849176840653,14.713165429478124,Střední Čechy
129,12,9,50.16848240059045,14.759816777441896,Střední Čechy
130,0,10,50.19843727045695,14.2,Střední Čechy
131,1,10,50.19842789274575,14.246680523750284,Střední Čechy
132,2,10,50.198418515037645,14.293361038356174,Střední Čechy
133,3,10,50.198409137332646,14.340041543817678,Střední Čechy
134,4,10,50.19839975963074,14.386722040134803,Střední Čechy
135,5,10,50.19839038193193,14.433402527307557,Střední Čechy
136,6,10,50.198381004236225,14.480083005335947,Střední Čechy
137,7,10,50.198371626543626,14.526763474219983,Střední Čechy
138,8,10,50.19836224885413,14.573443933959672,Střední Čechy
139,9,10,50.198352871167735,14.62012438455502,Střední Čechy
140,10,10,50.19834349348444,14.666804826006036,Střední Čechy
141,11,10,50.19833411580424,14.71348525831273,Střední Čechy
142,12,10,50.19832473812715,14.760165681475108,Střední Čechy
