,ix,iy,latitude,longitude,state
102,12,6,50.06105980182868,14.702759290330757,Střední Čechy
103,13,6,50.061052241057894,14.744655855056884,Střední Čechy
104,14,6,50.061044680289136,14.786552413198194,Střední Čechy
105,0,7,50.08800813916823,14.2,Střední Čechy
106,1,7,50.088000571215815,14.24192005237213,Střední Čechy
107,2,7,50.08799300326543,14.283840098143171,Praha
108,3,7,50.08798543531706,14.325760137313127,Praha
109,4,7,50.087977867370704,14.367680169882,Praha
110,5,7,50.08797029942637,14.409600195849798,Praha
111,6,7,50.08796273148404,14.451520215216522,Praha
112,7,7,50.087955163543725,14.493440227982179,Praha
113,8,7,50.08794759560543,14.535360234146772,Praha
114,9,7,50.08794002766915,14.577280233710308,Praha
115,10,7,50.087932459734894,14.61920022667279,Praha
116,11,7,50.08792489180265,14.661120213034222,Praha
117,12,7,50.087917323872425,14.703040192794608,Střední Čechy
118,13,7,50.08790975594423,14.744960165953955,Střední Čechy
119,14,7,50.08790218801804,14.786880132512268,Střední Čechy
120,0,8,50.11486551429048,14.2,Střední Čechy
121,1,8,50.11485793917265,14.241943496274095,Střední Čechy
122,2,8,50.114850364056856,14.283886985930835,Praha
123,3,8,50.11484278894308,14.325830468970222,Praha
124,4,8,50.11483521383133,14.367773945392262,Praha
125,5,8,50.1148276387216,14.409717415196958,Praha
126,6,8,50.1148200636139,14.451660878384317,Praha
127,7,8,50.11481248850822,14.493604334954343,Praha
128,8,8,50.114804913404555,14.535547784907038,Praha
129,9,8,50.11479733830291,14.57749122824241,Praha
130,10,8,50.114789763203284,14.619434664960462,Praha
131,11,8,50.11478218810569,14.661378095061199,Střední Čechy
132,12,8,50.11477461301012,14.703321518544625,Střední Čechy
133,13,8,50.114767037916565,14.745264935410745,Střední Čechy
134,14,8,50.114759462825035,14.787208345659563,Střední Čechy
135,0,9,50.141722656505344,14.2,Střední Čechy
136,1,9,50.14171507421417,14.241966975519222,Střední Čechy
137,2,9,50.14170749192502,14.283933944404778,Střední Čechy
138,3,9,50.1416999096379,14.325900906656669,Střední Čechy
139,4,9,50.14169232735281,14.3678678622749,Střední Čechy
140,5,9,50.14168474506973,14.40983481125948,Praha
141,6,9,50.14167716278868,14.451801753610408,Praha
142,7,9,50.141669580509664,14.493768689327691,Praha
143,8,9,50.14166199823268,14.535735618411334,Praha
144,9,9,50.141654415957724,14.57770254086134,Praha
145,10,9,50.14164683368479,14.619669456677714,Střední Čechy
146,11,9,50.14163925141388,14.661636365860462,Střední Čechy
147,12,9,50.14163166914499,14.703603268409587,Střední Čechy
148,13,9,50.14162408687813,14.745570164325095,Střední Čechy
149,14,9,50.1416165046133,14.78753705360699,Střední Čechy
150,0,10,50.16857956571609,14.2,Střední Čechy
151,1,10,50.16857197624358,14.241990490176766,Střední Čechy
152,2,10,50.1685643867731,14.283980973703507,Střední Čechy
153,3,10,50.16855679730466,14.325971450580226,Střední Čechy
154,4,10,50.168549207838254,14.36796192080693,Střední Čechy
155,5,10,50.16854161837387,14.409952384383622,Střední Čechy
156,6,10,50.16853402891152,14.451942841310307,Střední Čechy
157,7,10,50.16852643945121,14.49393329158699,Praha
158,8,10,50.168518849992914,14.535923735213673,Střední Čechy
159,9,10,50.168511260536654,14.577914172190363,Střední Čechy
160,10,10,50.16850367108242,14.619904602517064,Střední Čechy
161,11,10,50.16849608163022,14.66189502619378,Střední Čechy
162,12,10,50.16848849218005,14.703885443220518,Střední Čechy
163,13,10,50.168480902731915,14.74587585359728,Střední Čechy
164,14,10,50.168473313285816,14.787866257324072,Střední Čechy
165,0,11,50.19543624182579,14.2,Střední Čechy
166,1,11,50.19542864516398,14.242014040316166,Střední Čechy
167,2,11,50.19542104850421,14.284028073965903,Střední Čechy
168,3,11,50.19541345184647,14.326042100949214,Střední Čechy
169,4,11,50.19540585519076,14.368056121266108,Střední Čechy
170,5,11,50.19539825853708,14.410070134916584,Střední Čechy
171,6,11,50.19539066188545,14.45208414190065,Střední Čechy
172,7,11,50.195383065235845,14.494098142218311,Střední Čechy
173,8,11,50.19537546858827,14.53611213586957,Střední Čechy
174,9,11,50.19536787194273,14.578126122854433,Střední Čechy
175,10,11,50.19536027529924,14.620140103172904,Střední Čechy
176,11,11,50.19535267865777,14.662154076824987,Střední Čechy
177,12,11,50.195345082018335,14.704168043810686,Střední Čechy
178,13,11,50.19533748538094,14.746182004130008,Střední Čechy
179,14,11,50.19532988874558,14.788195957782955,Střední Čechy
