,ix,iy,latitude,longitude,state
55,1,3,49.96714181584599,14.23484582637324,Střední Čechy
56,2,3,49.967136582648166,14.26969164896844,Střední Čechy
57,3,3,49.9671313494513,14.3045374677856,Střední Čechy
58,4,3,49.96712611625539,14.339383282824723,Střední Čechy
59,5,3,49.96712088306045,14.37422909408581,Praha
60,6,3,49.96711564986647,14.409074901568864,Střední Čechy
61,7,3,49.967110416673464,14.443920705273886,Střední Čechy
62,8,3,49.967105183481415,14.478766505200877,Střední Čechy
63,9,3,49.96709995029033,14.51361230134984,Střední Čechy
64,10,3,49.96709471710021,14.548458093720775,Střední Čechy
65,11,3,49.96708948391105,14.583303882313686,Střední Čechy
66,12,3,49.96708425072286,14.618149667128574,Střední Čechy
67,13,3,49.96707901753564,14.65299544816544,Střední Čechy
68,14,3,49.967073784349374,14.687841225424286,Střední Čechy
69,15,3,49.96706855116407,14.722686998905115,Střední Čechy
70,16,3,49.96706331797973,14.757532768607927,Střední Čechy
71,17,3,49.96705808479636,14.792378534532725,Střední Čechy
72,0,4,49.98952907603956,14.2,Střední Čechy
73,1,4,49.98952383871508,14.234861994975963,Střední Čechy
74,2,4,49.98951860139157,14.269723986166142,Střední Čechy
75,3,4,49.98951336406903,14.304585973570536,Střední Čechy
76,4,4,49.98950812674745,14.339447957189147,Střední Čechy
77,5,4,49.989502889426845,14.37430993702198,Praha
78,6,4,49.989497652107204,14.409171913069034,Praha
79,7,4,49.98949241478852,14.444033885330311,Praha
80,8,4,49.989487177470814,14.478895853805813,Praha
81,9,4,49.989481940154064,14.513757818495543,Střední Čechy
82,10,4,49.98947670283828,14.548619779399502,Střední Čechy
83,11,4,49.989471465523465,14.58348173651769,Střední Čechy
84,12,4,49.98946622820962,14.618343689850112,Střední Čechy
85,13,4,49.98946099089674,14.653205639396768,Střední Čechy
86,14,4,49.98945575358482,14.68806758515766,Střední Čechy
87,15,4,49.98945051627387,14.72292952713279,Střední Čechy
88,16,4,49.989445278963885,14.757791465322159,Střední Čechy
89,17,4,49.98944004165485,14.79265339972577,Střední Čechy
90,0,5,50.01191094159837,14.2,Střední Čechy
91,1,5,50.011905700144425,14.234878183846286,Střední Čechy
92,2,5,50.01190045869144,14.269756363899024,Střední Čechy
93,3,5,50.011895217239434,14.304634540158215,Střední Čechy
94,4,5,50.01188997578839,14.339512712623863,Praha
95,5,5,50.01188473433832,14.374390881295968,Praha
96,6,5,50.01187949288921,14.409269046174531,Praha
97,7,5,50.011874251441064,14.444147207259556,Praha
98,8,5,50.0118690099939,14.479025364551044,Praha
99,9,5,50.01186376854769,14.513903518048995,Praha
100,10,5,50.011858527102454,14.548781667753413,Praha
101,11,5,50.011853285658184,14.5836598136643,Střední Čechy
102,12,5,50.01184804421488,14.618537955781656,Praha
103,13,5,50.01184280277254,14.653416094105484,Praha
104,14,5,50.01183756133116,14.688294228635787,Střední Čechy
105,15,5,50.01183231989076,14.723172359372564,Střední Čechy
106,16,5,50.011827078451326,14.758050486315819,Střední Čechy
107,17,5,50.01182183701286,14.792928609465552,Střední Čechy
108,0,6,50.03429264566566,14.2,Střední Čechy
109,1,6,50.03428740007843,14.23489439301718,Střední Čechy
110,2,6,50.03428215449218,14.269788782233032,Střední Čechy
111,3,6,50.0342769089069,14.304683167647557,Praha
112,4,6,50.034271663322585,14.339577549260756,Praha
113,5,6,50.03426641773923,14.374471927072634,Praha
114,6,6,50.03426117215686,14.409366301083189,Praha
115,7,6,50.034255926575455,14.444260671292424,Praha
116,8,6,50.034250680995015,14.479155037700341,Praha
117,9,6,50.03424543541554,14.514049400306943,Praha
118,10,6,50.03424018983704,14.54894375911223,Praha
119,11,6,50.03423494425952,14.583838114116205,Praha
120,12,6,50.03422969868295,14.61873246531887,Praha
121,13,6,50.034224453107356,14.653626812720224,Praha
122,14,6,50.034219207532736,14.688521156320274,Střední Čechy
123,15,6,50.03421396195908,14.723415496119017,Střední Čechy
124,16,6,50.034208716386395,14.758309832116458,Střední Čechy
125,17,6,50.03420347081468,14.793204164312597,Střední Čechy
126,0,7,50.05667418818578,14.2,Střední Čechy
127,1,7,50.05666893846146,14.234910622521694,Střední Čechy
128,2,7,50.056663688738126,14.26982124123426,Střední Čechy
129,3,7,50.056658439015756,14.3047318561377,Praha
130,4,7,50.05665318929436,14.339642467232016,Praha
131,5,7,50.05664793957393,14.37455307451721,Praha
132,6,7,50.05664268985447,14.409463677993285,Praha
133,7,7,50.05663744013599,14.444374277660241,Praha
134,8,7,50.05663219041847,14.47928487351808,Praha
135,9,7,50.056626940701925,14.514195465566806,Praha
136,10,7,50.056621690986354,14.549106053806417,Praha
137,11,7,50.05661644127176,14.584016638236918,Praha
138,12,7,50.056611191558126,14.618927218858309,Praha
139,13,7,50.05660594184547,14.653837795670594,Střední Čechy
140,14,7,50.05660069213378,14.688748368673773,Střední Čechy
141,15,7,50.05659544242306,14.723658937867848,Střední Čechy
142,16,7,50.056590192713315,14.75856950325282,Střední Čechy
143,17,7,50.056584943004545,14.793480064828692,Střední Čechy
144,0,8,50.07905556910296,14.2,Střední Čechy
145,1,8,50.079050315237744,14.234926872392947,Střední Čechy
146,2,8,50.07904506137349,14.26985374096895,Střední Čechy
147,3,8,50.07903980751022,14.30478060572801,Praha
148,4,8,50.079034553647915,14.339707466670129,Praha
149,5,8,50.079029299786576,14.37463432379531,Praha
150,6,8,50.07902404592622,14.409561177103551,Praha
151,7,8,50.07901879206683,14.44448802659486,Praha
152,8,8,50.07901353820842,14.479414872269233,Praha
153,9,8,50.07900828435097,14.514341714126676,Praha
154,10,8,50.0790030304945,14.549268552167188,Praha
155,11,8,50.078997776639,14.584195386390773,Praha
156,12,8,50.078992522784475,14.61912221679743,Praha
157,13,8,50.07898726893093,14.654049043387165,Praha
158,14,8,50.078982015078346,14.688975866159977,Praha
159,15,8,50.078976761226734,14.723902685115867,Střední Čechy
160,16,8,50.0789715073761,14.758829500254839,Střední Čechy
161,17,8,50.07896625352644,14.793756311576894,Střední Čechy
162,0,9,50.10143678836128,14.2,Střední Čechy
163,1,9,50.10143153035133,14.234943142664134,Střední Čechy
164,2,9,50.10142627234235,14.26988628150349,Praha
165,3,9,50.10142101433435,14.304829416518068,Praha
166,4,9,50.10141575632733,14.33977254770787,Praha
167,5,9,50.10141049832128,14.374715675072897,Praha
168,6,9,50.1014052403162,14.409658798613153,Praha
169,7,9,50.10139998231209,14.444601918328637,Praha
170,8,9,50.10139472430895,14.479545034219353,Praha
171,9,9,50.10138946630679,14.514488146285302,Praha
172,10,9,50.10138420830562,14.549431254526485,Praha
173,11,9,50.10137895030541,14.584374358942906,Praha
174,12,9,50.10137369230618,14.619317459534566,Praha
175,13,9,50.10136843430792,14.654260556301466,Praha
176,14,9,50.10136317631064,14.689203649243609,Střední Čechy
177,15,9,50.10135791831433,14.724146738360997,Střední Čechy
178,16,9,50.10135266031898,14.75908982365363,Střední Čechy
179,17,9,50.10134740232462,14.794032905121512,Střední Čechy
180,0,10,50.12381784590503,14.2,Střední Čechy
181,1,10,50.12381258374652,14.234959433368529,Střední Čechy
182,2,10,50.12380732158899,14.269918862904424,Střední Čechy
183,3,10,50.123802059432435,14.304878288607688,Praha
184,4,10,50.123796797276846,14.339837710478323,Střední Čechy
185,5,10,50.12379153512224,14.37479712851633,Praha
186,6,10,50.1237862729686,14.409756542721711,Praha
187,7,10,50.12378101081594,14.444715953094468,Praha
188,8,10,50.123775748664265,14.479675359634603,Praha
189,9,10,50.12377048651356,14.514634762342117,Praha
190,10,10,50.12376522436383,14.549594161217014,Praha
191,11,10,50.123759962215075,14.584553556259293,Praha
192,12,10,50.123754700067295,14.619512947468957,Praha
193,13,10,50.123749437920495,14.654472334846009,Praha
194,14,10,50.12374417577467,14.68943171839045,Střední Čechy
195,15,10,50.123738913629815,14.72439109810228,Střední Čechy
196,16,10,50.12373365148594,14.759350473981504,Střední Čechy
197,17,10,50.12372838934305,14.794309846028122,Střední Čechy
198,0,11,50.14619874167822,14.2,Střední Čechy
199,1,11,50.1461934753673,14.234975744539472,Střední Čechy
200,2,11,50.14618820905736,14.26995148523844,Střední Čechy
201,3,11,50.1461829427484,14.304927222096904,Střední Čechy
202,4,11,50.146177676440416,14.339902955114866,Střední Čechy
203,5,11,50.14617241013341,14.374878684292328,Praha
204,6,11,50.146167143827384,14.409854409629293,Střední Čechy
205,7,11,50.14616187752234,14.444830131125762,Praha
206,8,11,50.14615661121827,14.479805848781737,Praha
207,9,11,50.14615134491517,14.51478156259722,Praha
208,10,11,50.14614607861305,14.549757272572213,Praha
209,11,11,50.14614081231192,14.584732978706718,Praha
210,12,11,50.146135546011756,14.619708681000736,Střední Čechy
211,13,11,50.146130279712565,14.654684379454268,Střední Čechy
212,14,11,50.14612501341436,14.68966007406732,Střední Čechy
213,15,11,50.14611974711714,14.724635764839888,Střední Čechy
214,16,11,50.146114480820884,14.759611451771978,Střední Čechy
215,17,11,50.146109214525616,14.79458713486359,Střední Čechy
216,0,12,50.168579475624746,14.2,Střední Čechy
217,1,12,50.16857420515759,14.234992076210386,Střední Čechy
218,2,12,50.16856893469142,14.269984148572377,Střední Čechy
219,3,12,50.16856366422623,14.304976217085974,Střední Čechy
220,4,12,50.168558393762005,14.33996828175118,Střední Čechy
221,5,12,50.168553123298764,14.374960342567995,Střední Čechy
222,6,12,50.168547852836504,14.409952399536422,Střední Čechy
223,7,12,50.16854258237522,14.444944452656463,Střední Čechy
224,8,12,50.16853731191491,14.479936501928119,Praha
225,9,12,50.168532041455585,14.514928547351394,Praha
226,10,12,50.168526770997246,14.549920588926287,Střední Čechy
227,11,12,50.168521500539875,14.584912626652802,Střední Čechy
228,12,12,50.1685162300835,14.61990466053094,Střední Čechy
229,13,12,50.16851095962809,14.654896690560703,Střední Čechy
230,14,12,50.168505689173664,14.689888716742093,Střední Čechy
231,15,12,50.168500418720214,14.724880739075111,Střední Čechy
232,16,12,50.16849514826775,14.75987275755976,Střední Čechy
233,17,12,50.16848987781626,14.794864772196043,Střední Čechy
234,0,13,50.19096004768867,14.2,Střední Čechy
235,1,13,50.19095477306143,14.235008428414764,Střední Čechy
236,2,13,50.19094949843516,14.270016852973223,Střední Čechy
237,3,13,50.190944223809865,14.30502527367538,Střední Čechy
238,4,13,50.19093894918555,14.340033690521237,Střední Čechy
239,5,13,50.19093367456223,14.375042103510795,Střední Čechy
240,6,13,50.190928399939885,14.410050512644057,Střední Čechy
241,7,13,50.19092312531852,14.445058917921024,Střední Čechy
242,8,13,50.190917850698135,14.480067319341698,Střední Čechy
243,9,13,50.19091257607874,14.51507571690608,Střední Čechy
244,10,13,50.19090730146032,14.550084110614174,Střední Čechy
245,11,13,50.19090202684289,14.58509250046598,Střední Čechy
246,12,13,50.19089675222643,14.620100886461499,Střední Čechy
247,13,13,50.190891477610954,14.655109268600736,Střední Čechy
248,14,13,50.19088620299645,14.69011764688369,Střední Čechy
249,15,13,50.19088092838293,14.725126021310365,Střední Čechy
250,16,13,50.19087565377039,14.760134391880761,Střední Čechy
251,17,13,50.19087037915883,14.795142758594881,Střední Čechy
